23174114 function calls (23171383 primitive calls) in 150.720 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3315(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:769(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:18(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1006(StatusbarTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1023(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1076(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:119(TimerTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:157(FigureCanvasTkAgg)
        1    0.001    0.001    0.030    0.030 backend_tkagg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:636(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:699(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:72(Show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:855(ToolTip)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:906(RubberbandTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:932(SetCursorTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:937(ToolbarTk)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:136(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:24(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:262(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:290(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:344(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:411(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:538(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:550(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:568(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:577(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:584(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ZoomPanBase)
        1    0.001    0.001    0.001    0.001 backend_tools.py:654(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        4    0.002    0.000    0.154    0.039 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:102(NeighborsBase)
    58248    0.037    0.000    0.059    0.000 base.py:1081(isspmatrix)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:18(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 base.py:18(SelectorMixin)
   349355    0.207    0.000    0.646    0.000 base.py:181(nnz)
        1    0.000    0.000    0.000    0.000 base.py:183(BaseEstimator)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:225(LinearModel)
        5    0.000    0.000    0.003    0.001 base.py:236(asformat)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:26(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 base.py:266(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:284(LinearClassifierMixin)
        1    0.000    0.000    0.001    0.001 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:320(ClassifierMixin)
        4    0.000    0.000    0.496    0.124 base.py:326(__mul__)
        1    0.000    0.000    0.000    0.000 base.py:353(RegressorMixin)
        1    0.000    0.000    0.000    0.000 base.py:363(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 base.py:391(ClusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
        1    0.000    0.000    0.025    0.025 base.py:413(__rmul__)
        1    0.000    0.000    0.000    0.000 base.py:414(BiclusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:417(LinearRegression)
        1    0.000    0.000    0.000    0.000 base.py:467(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:499(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:500(DensityMixin)
        1    0.000    0.000    0.000    0.000 base.py:504(BaseSVC)
        1    0.000    0.000    0.000    0.000 base.py:519(MetaEstimatorMixin)
        5    0.000    0.000    0.000    0.000 base.py:545(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:61(BaseLibSVM)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
   116440    0.142    0.000    0.142    0.000 base.py:70(__init__)
        1    0.000    0.000    0.000    0.000 base.py:726(SupervisedFloatMixin)
        1    0.000    0.000    0.002    0.002 base.py:728(tocsr)
        1    0.000    0.000    0.000    0.000 base.py:746(SupervisedIntegerMixin)
   116440    0.281    0.000    0.297    0.000 base.py:77(set_shape)
        1    0.000    0.000    0.000    0.000 base.py:789(UnsupervisedMixin)
        1    0.000    0.000    0.025    0.025 base.py:795(sum)
   640409    0.187    0.000    0.187    0.000 base.py:99(get_shape)
    58205    0.174    0.000    4.404    0.000 base.py:998(_process_toarray_args)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:1101(erfinv)
        1    0.000    0.000    0.000    0.000 basic.py:41(SpecialFunctionWarning)
        1    0.001    0.001    0.001    0.001 basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:755(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 bayes.py:22(BayesianRidge)
        1    0.000    0.000    0.000    0.000 bayes.py:228(ARDRegression)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bicluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:143(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:126(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:352(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bsr.py:1(<module>)
        1    0.001    0.001    0.001    0.001 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.001    0.001    0.002    0.002 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 cbook.py:1009(mkdirs)
        1    0.000    0.000    0.000    0.000 cbook.py:1027(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1055(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:1061(__Full)
      219    0.001    0.000    0.004    0.000 cbook.py:1134(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:1294(maxdict)
        5    0.000    0.000    0.000    0.000 cbook.py:1300(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1314(Stack)
        9    0.000    0.000    0.000    0.000 cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:1518(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1637(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1673(__init__)
        9    0.000    0.000    0.000    0.000 cbook.py:189(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:2324(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2344(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:327(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:339(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:37(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 cbook.py:568(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:594(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:659(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:672(__init__)
       81    0.000    0.000    0.000    0.000 cbook.py:687(iterable)
      232    0.000    0.000    0.000    0.000 cbook.py:696(is_string_like)
        1    0.002    0.002    0.003    0.003 cbook.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:869(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:917(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:977(Null)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.001    0.001 classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:14(LinearSVC)
        1    0.000    0.000    0.000    0.000 classes.py:226(LinearSVR)
        1    0.000    0.000    0.000    0.000 classes.py:387(SVC)
        1    0.000    0.000    0.000    0.000 classes.py:546(NuSVC)
        1    0.000    0.000    0.000    0.000 classes.py:696(SVR)
        1    0.000    0.000    0.000    0.000 classes.py:810(NuSVR)
        1    0.000    0.000    0.000    0.000 classes.py:923(OneClassSVM)
        1    0.000    0.000    0.000    0.000 classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:227(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:23(KNeighborsClassifier)
        1    0.000    0.000    0.001    0.001 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:169(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:29(_reverser)
       67    0.001    0.000    0.001    0.000 cm.py:35(revcmap)
       72    0.000    0.000    0.001    0.000 cm.py:52(_reverse_cmap_spec)
        1    0.001    0.001    0.004    0.004 cm.py:6(<module>)
      144    0.000    0.000    0.002    0.000 cm.py:65(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
       22    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
       22    0.000    0.000    0.000    0.000 codecs.py:302(__init__)
       56    0.000    0.000    0.000    0.000 codecs.py:311(decode)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.001    0.001    0.043    0.043 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1023(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1030(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1037(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:11(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1211(EventCollection)
        2    0.000    0.000    0.000    0.000 collections.py:125(items)
        1    0.000    0.000    0.000    0.000 collections.py:1464(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1484(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1629(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1699(QuadMesh)
       72    0.024    0.000    0.031    0.000 collections.py:305(namedtuple)
     2884    0.001    0.000    0.001    0.000 collections.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
      285    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
      285    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        4    0.000    0.000    0.000    0.000 collections.py:50(__init__)
        8    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:769(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:818(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:844(PolyCollection)
        6    0.000    0.000    0.000    0.000 collections.py:90(__iter__)
        1    0.000    0.000    0.000    0.000 collections.py:911(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:958(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1241(ColorbarPatch)
        1    0.002    0.002    0.079    0.079 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:865(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1058(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1172(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1248(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1323(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1486(LightSource)
      322    0.000    0.000    0.002    0.000 colors.py:214(is_color_like)
       74    0.000    0.000    0.000    0.000 colors.py:231(hex2color)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
      322    0.001    0.000    0.002    0.000 colors.py:265(to_rgb)
       50    0.000    0.000    0.001    0.000 colors.py:334(to_rgba)
      200    0.000    0.000    0.000    0.000 colors.py:363(<genexpr>)
        1    0.000    0.000    0.001    0.001 colors.py:48(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:487(Colormap)
      152    0.000    0.000    0.000    0.000 colors.py:499(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
      144    0.000    0.000    0.000    0.000 colors.py:676(__init__)
       10    0.000    0.000    0.001    0.000 colors.py:750(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:788(ListedColormap)
        8    0.000    0.000    0.000    0.000 colors.py:795(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:858(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:987(LogNorm)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.280    0.280 compressed.py:1012(sort_indices)
    58229    0.334    0.000    0.681    0.000 compressed.py:1021(prune)
        2    0.000    0.000    0.011    0.006 compressed.py:1041(_with_data)
        6    0.000    0.000    0.000    0.000 compressed.py:116(_set_self)
    58229    1.189    0.000    2.772    0.000 compressed.py:127(check_format)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
58229/58225    0.615    0.000    5.146    0.000 compressed.py:24(__init__)
        1    0.000    0.000    0.024    0.024 compressed.py:445(_mul_vector)
        3    0.001    0.000    0.471    0.157 compressed.py:471(_mul_sparse_matrix)
        1    0.000    0.000    0.000    0.000 compressed.py:510(diagonal)
        1    0.000    0.000    0.025    0.025 compressed.py:556(sum)
        1    0.000    0.000    0.000    0.000 compressed.py:585(_minor_reduce)
    58205    0.614    0.000    6.801    0.000 compressed.py:851(_get_submatrix)
   116410    0.186    0.000    0.342    0.000 compressed.py:857(_process_slice)
   116410    0.062    0.000    0.062    0.000 compressed.py:881(_in_bounds)
    58207    0.876    0.000    6.722    0.000 compressed.py:905(tocoo)
    58205    0.191    0.000   12.184    0.000 compressed.py:918(toarray)
        1    0.000    0.000    0.000    0.000 compressed.py:936(__get_has_canonical_format)
        1    0.000    0.000    0.000    0.000 compressed.py:957(__set_has_canonical_format)
        1    0.000    0.000    0.000    0.000 compressed.py:965(sum_duplicates)
        1    0.000    0.000    0.000    0.000 compressed.py:981(__get_sorted)
   232928    0.175    0.000    0.175    0.000 compressed.py:99(getnnz)
        6    0.000    0.000    0.000    0.000 compressed.py:996(__set_sorted)
        1    0.000    0.000    0.000    0.000 connection.py:35(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:43(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:68(Connection)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.002    0.002 construct.py:26(spdiags)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       22    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
       22    0.000    0.000    0.002    0.000 contextlib.py:15(__enter__)
       22    0.000    0.000    0.000    0.000 contextlib.py:21(__exit__)
       11    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       22    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1395(QuadContourSet)
        1    0.002    0.002    0.014    0.014 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
    58210    0.546    0.000    5.500    0.000 coo.py:118(__init__)
   116427    0.213    0.000    0.264    0.000 coo.py:186(getnnz)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
    58210    1.475    0.000    3.769    0.000 coo.py:212(_check)
    58205    0.486    0.000    5.379    0.000 coo.py:250(toarray)
        4    0.000    0.000    2.922    0.731 coo.py:301(tocsr)
        4    0.001    0.000    2.690    0.672 coo.py:449(sum_duplicates)
        2    0.292    0.146    2.689    1.344 coo.py:460(_sum_duplicates)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1021(LinearModelCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1216(LassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1362(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1547(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1741(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1856(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:2035(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:498(ElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:782(Lasso)
        1    0.000    0.000    0.001    0.001 coordinate_descent.py:8(<module>)
       26    0.000    0.000    0.000    0.000 copy.py:101(_copy_immutable)
       65    0.000    0.000    0.001    0.000 copy.py:306(_reconstruct)
       91    0.000    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
      454    0.000    0.000    0.000    0.000 copy_reg.py:46(_reconstructor)
       65    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       12    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.014    0.014 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
       43    0.000    0.000    0.001    0.000 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.013    0.013 core.py:132(load_base_library)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:139(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:146(update_user_library)
       22    0.000    0.000    0.001    0.000 core.py:154(iter_style_files)
        1    0.000    0.000    0.013    0.013 core.py:164(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:196(reload_library)
        1    0.002    0.002    0.004    0.004 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2352(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2521(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2683(MaskedArray)
       21    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
       67    0.000    0.000    0.000    0.000 core.py:6048(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:6104(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6111(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6114(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6271(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6342(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6353(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6358(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7777(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7782(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:826(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:855(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:861(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:885(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:903(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:981(__init__)
        1    0.000    0.000    0.000    0.000 correlation_models.py:9(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        2    0.000    0.000    0.338    0.169 csc.py:139(tocsr)
        1    0.000    0.000    0.000    0.000 csc.py:20(csc_matrix)
    58205    0.161    0.000    6.962    0.000 csc.py:207(getcol)
   465652    0.147    0.000    0.147    0.000 csc.py:215(_swap)
        1    0.001    0.001    0.002    0.002 csr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 csr.py:131(transpose)
        2    0.000    0.000    0.135    0.068 csr.py:171(tocsc)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
       68    0.000    0.000    0.000    0.000 csr.py:231(_swap)
        2    0.000    0.000    0.244    0.122 csr.py:236(__getitem__)
        2    0.000    0.000    0.000    0.000 csr.py:237(asindices)
        2    0.000    0.000    0.000    0.000 csr.py:250(check_bounds)
        2    0.000    0.000    0.001    0.000 csr.py:264(extractor)
        2    0.000    0.000    0.000    0.000 csr.py:458(isspmatrix_csr)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
